本合同||的||投保人||，||被保险人||或||受益人||知道||保险事故||后||应当||在||十日||内||通知||我们||。||\n||如果||投保人||，||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||我们||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||或||受益人||在||知道||保险事故||发生||后||10||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||伤害||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||伤害||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||被保险人||应||在||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
本合同||的||投保人||，||被保险人||或||受益人||知道||保险事故||后||应当||在||十日||内||通知||我们||。||\n||如果||投保人||，||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||我们||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||、||被保险人||或||受益人||知道||保险事故||发生||后||应当||在||十日||内||通知||我们||。||\n||如果||您||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||我们||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||您||虽||未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O
投保人||、||被保险人||或||受益人||应当||在||知道||保险事故||发生||后|| ||10|| ||日内||通知||本||公司||。||\n||若||投保人||、||被保险人||或||受益人||故意||或||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或||应当||及时||知道||保险事故||发生||或||虽||未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||应||在||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||\n||如||投保人||、||被保险人||或||受益人||故意||或||因||重大过失||未||及时||通知||本||公司||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或||应当||及时||知道||保险事故||发生||，||或||虽||未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||应当||自||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或者||受益人||知道||保险事故||发生||后||应当||在|| ||10|| ||日内||通知||我们||。||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||、||被保险人||或者||受益人||应当||在||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||我们||，||否则||，||应||承担||由于||通知||延迟||致使||我们||增加||的||查勘||、||检验||等||项||费用||，||但||因||不可抗力||导致||的||延迟||除外||。||您||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||或||受益人||应当||在||知道||保险事故||后|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其它||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
